image_id,filename,image_path,model,prompt_version,label,confidence,brief_reason,status,error,input_tokens,output_tokens,total_tokens,duration_seconds,processed_at_utc,raw_output
37-1,37-1.jpg,images/37-1.jpg,gpt-4o,v2,Care,85,"The image shows a person in business attire offering money to a homeless person seated on the street, which suggests concern for the latter's well-being. The setup of cameras may imply exploitation, but the visible primary action appears to be one of care.",success,,1755,63,1818,7.538,2026-08-18T14:44:08.994136+00:00,"{""label"":""Care"",""confidence"":85,""brief_reason"":""The image shows a person in business attire offering money to a homeless person seated on the street, which suggests concern for the latter's well-being. The setup of cameras may imply exploitation, but the visible primary action appears to be one of care.""}"
37-2,37-2.jpg,images/37-2.jpg,gpt-4o,v2,None of these / Not clearly moral in nature,90,"The image depicts a staged setting for creating social media content, but it does not convey a clear moral concern from the provided categories. The scene seems focused on presentation rather than any moral action or issue.",success,,1755,62,1817,4.868,2026-08-18T14:44:14.376079+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":90,""brief_reason"":""The image depicts a staged setting for creating social media content, but it does not convey a clear moral concern from the provided categories. The scene seems focused on presentation rather than any moral action or issue.""}"
37-3,37-3.jpg,images/37-3.jpg,gpt-4o,v2,Care,85,"The woman's expression and body language suggest emotional distress or loneliness, potentially highlighting her need for support and understanding. The visible social media content might indicate feelings of exclusion, but the primary moral concern conveyed is her apparent emotional vulnerability, aligning with Care.",success,,1755,62,1817,6.719,2026-08-18T14:44:21.608918+00:00,"{""label"":""Care"",""confidence"":85,""brief_reason"":""The woman's expression and body language suggest emotional distress or loneliness, potentially highlighting her need for support and understanding. The visible social media content might indicate feelings of exclusion, but the primary moral concern conveyed is her apparent emotional vulnerability, aligning with Care.""}"
37-4,37-4.jpg,images/37-4.jpg,gpt-4o,v2,None of these / Not clearly moral in nature,95,"The image shows a person taking a selfie with a coffee and avocado toast, with positive phrases in the background. It appears to be a casual, everyday scene of enjoying food and capturing moments, without conveying a specific moral concern such as care, harm, or fairness.",success,,1755,75,1830,5.559,2026-08-18T14:44:27.679776+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":95,""brief_reason"":""The image shows a person taking a selfie with a coffee and avocado toast, with positive phrases in the background. It appears to be a casual, everyday scene of enjoying food and capturing moments, without conveying a specific moral concern such as care, harm, or fairness.""}"
38-1,38-1.jpg,images/38-1.jpg,gpt-4o,v2,None of these / Not clearly moral in nature,95,The image shows a potted plant on a wooden post in a natural setting. There are no visible moral actions or conditions that relate to the given categories. The scene appears neutral and simply depicts nature and a plant.,success,,2095,65,2160,5.263,2026-08-18T14:44:33.454406+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":95,""brief_reason"":""The image shows a potted plant on a wooden post in a natural setting. There are no visible moral actions or conditions that relate to the given categories. The scene appears neutral and simply depicts nature and a plant.""}"
38-2,38-2.jpg,images/38-2.jpg,gpt-4o,v2,Harm,90,"The image shows a forest devastated by fire, emphasizing environmental destruction. The primary concern is the harm to nature, as evidenced by the charred trees and barren landscape.",success,,1755,48,1803,6.31,2026-08-18T14:44:40.277612+00:00,"{""label"":""Harm"",""confidence"":90,""brief_reason"":""The image shows a forest devastated by fire, emphasizing environmental destruction. The primary concern is the harm to nature, as evidenced by the charred trees and barren landscape.""}"
38-3,38-3.jpg,images/38-3.jpg,gpt-4o,v2,Harm,90,"The image shows a burned forest with charred trees and ground, indicating environmental damage and destruction due to fire. The presence of new growth suggests recovery, but the primary visible concern is the harm done to the environment.",success,,2095,58,2153,4.335,2026-08-18T14:44:45.119320+00:00,"{""label"":""Harm"",""confidence"":90,""brief_reason"":""The image shows a burned forest with charred trees and ground, indicating environmental damage and destruction due to fire. The presence of new growth suggests recovery, but the primary visible concern is the harm done to the environment.""}"
38-4,38-4.jpg,images/38-4.jpg,gpt-4o,v2,None of these / Not clearly moral in nature,95,"The image depicts potted plants by a window, with no clear moral concern present. No visual evidence suggests any of the specific moral categories, like Care or Harm, are primarily conveyed.",success,,1755,59,1814,4.983,2026-08-18T14:44:50.612359+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":95,""brief_reason"":""The image depicts potted plants by a window, with no clear moral concern present. No visual evidence suggests any of the specific moral categories, like Care or Harm, are primarily conveyed.""}"
39-1,39-1.jpg,images/39-1.jpg,gpt-4o,v2,None of these / Not clearly moral in nature,100,"The image shows an unmade bed with various objects on it and nearby. There is no clear moral action or condition conveyed, such as vulnerability, unfair treatment, or respect violations.",success,,1755,58,1813,3.957,2026-08-18T14:44:55.095845+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":100,""brief_reason"":""The image shows an unmade bed with various objects on it and nearby. There is no clear moral action or condition conveyed, such as vulnerability, unfair treatment, or respect violations.""}"
39-2,39-2.jpg,images/39-2.jpg,gpt-4o,v2,None of these / Not clearly moral in nature,95,"The image depicts a laundromat setting with no clear indication of a moral concern. No visible actions or conditions suggest any moral issues like fairness, harm, or care.",success,,1755,56,1811,4.669,2026-08-18T14:45:00.277454+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":95,""brief_reason"":""The image depicts a laundromat setting with no clear indication of a moral concern. No visible actions or conditions suggest any moral issues like fairness, harm, or care.""}"
39-3,39-3.jpg,images/39-3.jpg,gpt-4o,v2,None of these / Not clearly moral in nature,95,"The image depicts a calm indoor scene with a bowl of noodles, a drink, an open book, and a smartphone on a table, suggesting an everyday setting without a clear moral message. No moral action or morally relevant condition is evident.",success,,1755,69,1824,6.504,2026-08-18T14:45:07.294198+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":95,""brief_reason"":""The image depicts a calm indoor scene with a bowl of noodles, a drink, an open book, and a smartphone on a table, suggesting an everyday setting without a clear moral message. No moral action or morally relevant condition is evident.""}"
39-4,39-4.jpg,images/39-4.jpg,gpt-4o,v2,None of these / Not clearly moral in nature,85,"The image depicts a nostalgic scene with vintage items like a rocking horse, a trunk, and a chessboard. There is no clear moral concern as the scene does not visibly convey vulnerability, harm, fairness, or other moral issues. The focus is on the atmosphere rather than a moral situation.",success,,1755,80,1835,4.164,2026-08-18T14:45:11.970972+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":85,""brief_reason"":""The image depicts a nostalgic scene with vintage items like a rocking horse, a trunk, and a chessboard. There is no clear moral concern as the scene does not visibly convey vulnerability, harm, fairness, or other moral issues. The focus is on the atmosphere rather than a moral situation.""}"
39-5,39-5.jpg,images/39-5.jpg,gpt-4o,v2,None of these / Not clearly moral in nature,90,"The image depicts a doorway with shoes, a bag, and a couple of keys, but it does not convey any clear moral concern or action based on visible evidence.",success,,1755,55,1810,4.963,2026-08-18T14:45:17.446311+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":90,""brief_reason"":""The image depicts a doorway with shoes, a bag, and a couple of keys, but it does not convey any clear moral concern or action based on visible evidence.""}"
39-6,39-6.jpg,images/39-6.jpg,gpt-4o,v2,None of these / Not clearly moral in nature,95,"The image shows shoes and a backpack at a doorstep with no visible moral concern. No element strongly indicates a specific moral category like Care, Harm, or Fairness.",success,,1755,55,1810,5.788,2026-08-18T14:45:23.744693+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":95,""brief_reason"":""The image shows shoes and a backpack at a doorstep with no visible moral concern. No element strongly indicates a specific moral category like Care, Harm, or Fairness.""}"
40-1,40-1.jpg,images/40-1.jpg,gpt-4o,v2,Degradation,85,"The image shows a grand piano in a state of disrepair within an abandoned theater, symbolizing degradation of what was likely once a place of cultural significance and beauty. The visible signs of neglect and decay suggest a violation of dignity and neglect of cultural heritage. Another plausible category could be 'Sanctity' due to the potential spiritual or cultural value of the space, but the primary concern illustrated is the degradation itself.",success,,1755,98,1853,4.717,2026-08-18T14:45:28.969660+00:00,"{""label"":""Degradation"",""confidence"":85,""brief_reason"":""The image shows a grand piano in a state of disrepair within an abandoned theater, symbolizing degradation of what was likely once a place of cultural significance and beauty. The visible signs of neglect and decay suggest a violation of dignity and neglect of cultural heritage. Another plausible category could be 'Sanctity' due to the potential spiritual or cultural value of the space, but the primary concern illustrated is the degradation itself.""}"
40-2,40-2.jpg,images/40-2.jpg,gpt-4o,v2,None of these / Not clearly moral in nature,95,"The image shows a decoratively styled room with no visible moral action or situation involving care, harm, fairness, or any other moral category. The focus is on aesthetics rather than a moral concern.",success,,1755,61,1816,4.142,2026-08-18T14:45:33.624666+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":95,""brief_reason"":""The image shows a decoratively styled room with no visible moral action or situation involving care, harm, fairness, or any other moral category. The focus is on aesthetics rather than a moral concern.""}"
40-3,40-3.jpg,images/40-3.jpg,gpt-4o,v2,None of these / Not clearly moral in nature,90,"The image depicts a collection of objects including books, a typewriter, a vase, a bike wheel, a pair of shoes, and a broken mirror, artfully arranged. While the broken mirror might suggest degradation, there is no clear moral message or context evident from the arrangement or setting of these objects.",success,,1755,83,1838,5.437,2026-08-18T14:45:39.575440+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":90,""brief_reason"":""The image depicts a collection of objects including books, a typewriter, a vase, a bike wheel, a pair of shoes, and a broken mirror, artfully arranged. While the broken mirror might suggest degradation, there is no clear moral message or context evident from the arrangement or setting of these objects.""}"
40-4,40-4.jpg,images/40-4.jpg,gpt-4o,v2,Degradation,85,"The image depicts broken and neglected objects such as a ruined bike, cracked clock, and broken plant pot, indicating neglect and decay. This suggests degradation of items that may once have held value or integrity.",success,,1755,55,1810,7.671,2026-08-18T14:45:47.762923+00:00,"{""label"":""Degradation"",""confidence"":85,""brief_reason"":""The image depicts broken and neglected objects such as a ruined bike, cracked clock, and broken plant pot, indicating neglect and decay. This suggests degradation of items that may once have held value or integrity.""}"
g-1,g-1.png,images/g-1.png,gpt-4o,v2,Fairness,90,"The image shows a person in a wheelchair facing stairs with no visible ramp or accessibility feature, highlighting the issue of unequal access.",success,,2095,40,2135,6.491,2026-08-18T14:45:54.756587+00:00,"{""label"":""Fairness"",""confidence"":90,""brief_reason"":""The image shows a person in a wheelchair facing stairs with no visible ramp or accessibility feature, highlighting the issue of unequal access.""}"
g-2,g-2.png,images/g-2.png,gpt-4o,v2,Fairness,90,"The image shows a team discussing a 'Gender Parity Testing Framework' under an AI Fairness Initiative, highlighting concerns about equality and fair treatment regarding gender. The focus on testing for bias indicates a primary moral concern with fairness.",success,,2095,60,2155,7.671,2026-08-18T14:46:02.940151+00:00,"{""label"":""Fairness"",""confidence"":90,""brief_reason"":""The image shows a team discussing a 'Gender Parity Testing Framework' under an AI Fairness Initiative, highlighting concerns about equality and fair treatment regarding gender. The focus on testing for bias indicates a primary moral concern with fairness.""}"
g-3,g-3.png,images/g-3.png,gpt-4o,v2,Fairness,80,"The cashier appears to be refusing service, indicated by her closed-off posture and disengaged expression. The 'Closed' sign may suggest service denial, which might raise fairness concerns for the waiting customer. The scene implies potential unfair treatment due to visible non-service at an otherwise open checkout.",success,,2095,71,2166,7.468,2026-08-18T14:46:10.915297+00:00,"{""label"":""Fairness"",""confidence"":80,""brief_reason"":""The cashier appears to be refusing service, indicated by her closed-off posture and disengaged expression. The 'Closed' sign may suggest service denial, which might raise fairness concerns for the waiting customer. The scene implies potential unfair treatment due to visible non-service at an otherwise open checkout.""}"
g-4,g-4.png,images/g-4.png,gpt-4o,v2,Harm,90,"The man appears to be aggressively confronting a person in a wheelchair, suggesting verbal aggression or intimidation, which indicates harm or potential emotional abuse.",success,,2095,42,2137,6.784,2026-08-18T14:46:18.213600+00:00,"{""label"":""Harm"",""confidence"":90,""brief_reason"":""The man appears to be aggressively confronting a person in a wheelchair, suggesting verbal aggression or intimidation, which indicates harm or potential emotional abuse.""}"
g-5,g-5.png,images/g-5.png,gpt-4o,v2,Respect / Authority,85,"The scene shows a man pointing assertively at someone, potentially indicating a confrontation or assertion of authority. This suggests a dynamic of respect or authority, as one individual is seemingly holding another accountable or asserting a position of power. The presence of onlookers reinforces the interpretation of authority being exercised in a social or professional context.",success,,2095,80,2175,6.196,2026-08-18T14:46:24.922448+00:00,"{""label"":""Respect / Authority"",""confidence"":85,""brief_reason"":""The scene shows a man pointing assertively at someone, potentially indicating a confrontation or assertion of authority. This suggests a dynamic of respect or authority, as one individual is seemingly holding another accountable or asserting a position of power. The presence of onlookers reinforces the interpretation of authority being exercised in a social or professional context.""}"
g-6,g-6.png,images/g-6.png,gpt-4o,v2,Harm,90,"The image shows two people in a confrontational stance, one gripping the other's collar, suggesting potential conflict or aggression. This conveys a primary moral concern of Harm, due to the implication of possible physical or emotional hostility.",success,,2095,58,2153,4.431,2026-08-18T14:46:29.864775+00:00,"{""label"":""Harm"",""confidence"":90,""brief_reason"":""The image shows two people in a confrontational stance, one gripping the other's collar, suggesting potential conflict or aggression. This conveys a primary moral concern of Harm, due to the implication of possible physical or emotional hostility.""}"
g-7,g-7.png,images/g-7.png,gpt-4o,v2,None of these / Not clearly moral in nature,90,"The image shows a community gathering with people interacting, which is not clearly tied to a specific moral concern without additional context. No visible actions or conditions indicate a primary moral category.",success,,2095,57,2152,5.354,2026-08-18T14:46:35.730935+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":90,""brief_reason"":""The image shows a community gathering with people interacting, which is not clearly tied to a specific moral concern without additional context. No visible actions or conditions indicate a primary moral category.""}"
g-8,g-8.png,images/g-8.png,gpt-4o,v2,Fairness,95,"The image shows a clear separation of students based on race, with signage indicating 'White Students Only' and 'Colored Students Only.' This highlights an unfair and unequal treatment based on race, which is a strong visual representation of an unfair and unjust situation.",success,,2095,65,2160,8.41,2026-08-18T14:46:44.653333+00:00,"{""label"":""Fairness"",""confidence"":95,""brief_reason"":""The image shows a clear separation of students based on race, with signage indicating 'White Students Only' and 'Colored Students Only.' This highlights an unfair and unequal treatment based on race, which is a strong visual representation of an unfair and unjust situation.""}"
o-1,o-1.jpg,images/o-1.jpg,gpt-4o,v2,Cheating,85,"The male student is visibly looking at the female student’s paper while writing, suggesting an attempt to copy her work. The act implies gaining an unfair advantage, aligning with 'Cheating'. The primary visual cue is the directed gaze at another’s work, which strongly suggests academic dishonesty. 'Fairness' was considered but was not chosen as the focus is on the deceptive behavior.",success,,1755,91,1846,3.849,2026-08-18T14:46:49.015609+00:00,"{""label"":""Cheating"",""confidence"":85,""brief_reason"":""The male student is visibly looking at the female student’s paper while writing, suggesting an attempt to copy her work. The act implies gaining an unfair advantage, aligning with 'Cheating'. The primary visual cue is the directed gaze at another’s work, which strongly suggests academic dishonesty. 'Fairness' was considered but was not chosen as the focus is on the deceptive behavior.""}"
o-2,o-2.jpg,images/o-2.jpg,gpt-4o,v2,None of these / Not clearly moral in nature,95,"The image depicts athletes starting a race. There are no clear moral concerns such as fairness, cheating, or care visible. It appears to be a normal sporting event.",success,,1755,55,1810,2.553,2026-08-18T14:46:52.079227+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":95,""brief_reason"":""The image depicts athletes starting a race. There are no clear moral concerns such as fairness, cheating, or care visible. It appears to be a normal sporting event.""}"
o-3,o-3.png,images/o-3.png,gpt-4o,v2,Degradation,85,"The image shows a woman appearing distressed or anxious in the foreground, while a group of people in the background seem to be pointing and possibly mocking or judging her. This suggests the woman might feel humiliated or degraded. The visible evidence of potentially degrading behavior points to 'Degradation.' An alternative could be 'Harm' due to emotional distress, but the focus seems more on degradation through social dynamics.",success,,2095,95,2190,5.613,2026-08-18T14:46:58.210521+00:00,"{""label"":""Degradation"",""confidence"":85,""brief_reason"":""The image shows a woman appearing distressed or anxious in the foreground, while a group of people in the background seem to be pointing and possibly mocking or judging her. This suggests the woman might feel humiliated or degraded. The visible evidence of potentially degrading behavior points to 'Degradation.' An alternative could be 'Harm' due to emotional distress, but the focus seems more on degradation through social dynamics.""}"
o-4,o-4.jpg,images/o-4.jpg,gpt-4o,v2,Harm,85,"The central figure appears isolated and possibly distressed, as indicated by her closed posture and downcast gaze. The surrounding individuals are looking at her, potentially with judgment or exclusion. The scene conveys potential emotional harm through social isolation or judgment, making Harm the primary moral concern. While Care could be plausible, the emphasis on the individual's isolation suggests that Harm is more dominant.",success,,1245,87,1332,2.519,2026-08-18T14:47:01.248486+00:00,"{""label"":""Harm"",""confidence"":85,""brief_reason"":""The central figure appears isolated and possibly distressed, as indicated by her closed posture and downcast gaze. The surrounding individuals are looking at her, potentially with judgment or exclusion. The scene conveys potential emotional harm through social isolation or judgment, making Harm the primary moral concern. While Care could be plausible, the emphasis on the individual's isolation suggests that Harm is more dominant.""}"
