image_id,filename,image_path,model,prompt_version,label,confidence,brief_reason,status,error,input_tokens,output_tokens,total_tokens,duration_seconds,processed_at_utc,raw_output
34-3,34-3.jpg,images/34-3.jpg,gpt-5.6,v2,None of these / Not clearly moral in nature,78,"The image shows a visibly tense technician performing urgent final verification on electronics under a countdown, but it does not clearly depict wrongdoing, injury, unfair treatment, or another specific moral issue. Her stress could suggest concern for well-being, yet interpreting it as Harm or exploitation would require unsupported assumptions.",success,,2218,208,2426,20.314,2026-08-18T13:55:59.306651+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":78,""brief_reason"":""The image shows a visibly tense technician performing urgent final verification on electronics under a countdown, but it does not clearly depict wrongdoing, injury, unfair treatment, or another specific moral issue. Her stress could suggest concern for well-being, yet interpreting it as Harm or exploitation would require unsupported assumptions.""}"
34-4,34-4.jpg,images/34-4.jpg,gpt-5.6,v2,Harm,91,"A visibly distressed, isolated woman sits barefoot in a deteriorated observation chamber while monitors indicate critical stress and irregular vital signs. The surveillance and “no contact” protocol intensify the scene’s emphasis on suffering. Care is also plausible because she is clearly vulnerable and in need of support, but no helping action is shown, so visible harm is dominant.",success,,2218,158,2376,7.107,2026-08-18T13:56:06.920644+00:00,"{""label"":""Harm"",""confidence"":91,""brief_reason"":""A visibly distressed, isolated woman sits barefoot in a deteriorated observation chamber while monitors indicate critical stress and irregular vital signs. The surveillance and “no contact” protocol intensify the scene’s emphasis on suffering. Care is also plausible because she is clearly vulnerable and in need of support, but no helping action is shown, so visible harm is dominant.""}"
35-1,35-1.jpg,images/35-1.jpg,gpt-5.6,v2,None of these / Not clearly moral in nature,96,"The image shows a group of adults posing with drinks at a decorated office holiday gathering. No visible harm, unfairness, rule violation, vulnerability, or other clear moral concern is present; although the gathering suggests social camaraderie, it does not strongly convey moral loyalty.",success,,2204,119,2323,5.33,2026-08-18T13:56:12.759348+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":96,""brief_reason"":""The image shows a group of adults posing with drinks at a decorated office holiday gathering. No visible harm, unfairness, rule violation, vulnerability, or other clear moral concern is present; although the gathering suggests social camaraderie, it does not strongly convey moral loyalty.""}"
35-2,35-2.jpg,images/35-2.jpg,gpt-5.6,v2,Loyalty,85,"The visible “Family Reunion” text, smiling multigenerational group, and linked arms emphasize family connection, solidarity, and belonging. The scene could also be viewed as an ordinary celebratory gathering without a strong moral message, but loyalty best captures its dominant theme.",success,,2257,138,2395,17.356,2026-08-18T13:56:30.624040+00:00,"{""label"":""Loyalty"",""confidence"":85,""brief_reason"":""The visible “Family Reunion” text, smiling multigenerational group, and linked arms emphasize family connection, solidarity, and belonging. The scene could also be viewed as an ordinary celebratory gathering without a strong moral message, but loyalty best captures its dominant theme.""}"
35-3,35-3.jpg,images/35-3.jpg,gpt-5.6,v2,None of these / Not clearly moral in nature,91,"The image visibly shows a formal wedding reception with a bride, groom, guests, cake, and celebratory applause, but no clear moral conflict, suffering, injustice, or morally charged action. Loyalty or Sanctity could be associated with marriage, but the scene itself primarily depicts celebration rather than an explicit moral concern.",success,,2218,172,2390,16.385,2026-08-18T13:56:47.513854+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":91,""brief_reason"":""The image visibly shows a formal wedding reception with a bride, groom, guests, cake, and celebratory applause, but no clear moral conflict, suffering, injustice, or morally charged action. Loyalty or Sanctity could be associated with marriage, but the scene itself primarily depicts celebration rather than an explicit moral concern.""}"
35-4,35-4.jpg,images/35-4.jpg,gpt-5.6,v2,Loyalty,82,"The visible scene emphasizes team solidarity: coworkers gather beneath a “TEAM BRIGHT FUTURE” display while smiling and giving celebratory, supportive gestures. It could also be a generic workplace promotional scene with no strong moral content, but the explicit team framing makes group commitment and mutual support the clearest theme.",success,,2218,161,2379,6.617,2026-08-18T13:56:54.638657+00:00,"{""label"":""Loyalty"",""confidence"":82,""brief_reason"":""The visible scene emphasizes team solidarity: coworkers gather beneath a “TEAM BRIGHT FUTURE” display while smiling and giving celebratory, supportive gestures. It could also be a generic workplace promotional scene with no strong moral content, but the explicit team framing makes group commitment and mutual support the clearest theme.""}"
36-1,36-1.jpg,images/36-1.jpg,gpt-5.6,v2,Harm,63,"The damaged urban buildings, rubble, and large plume of smoke visibly suggest a setting affected by destruction or danger. However, no injury or active violence is shown, and the smiling women flying kites make the foreground celebratory, so the moral emphasis is somewhat ambiguous rather than unequivocally harmful.",success,,2218,292,2510,11.204,2026-08-18T13:57:06.353259+00:00,"{""label"":""Harm"",""confidence"":63,""brief_reason"":""The damaged urban buildings, rubble, and large plume of smoke visibly suggest a setting affected by destruction or danger. However, no injury or active violence is shown, and the smiling women flying kites make the foreground celebratory, so the moral emphasis is somewhat ambiguous rather than unequivocally harmful.""}"
36-2,36-2.jpg,images/36-2.jpg,gpt-5.6,v2,Care,82,"Three people visibly share warmth, companionship, and emotional support beside a fire, with one placing an arm around another amid austere tented surroundings. Loyalty is also plausible because of their solidarity, but the scene more strongly emphasizes mutual well-being and comfort.",success,,2218,140,2358,13.018,2026-08-18T13:57:19.875425+00:00,"{""label"":""Care"",""confidence"":82,""brief_reason"":""Three people visibly share warmth, companionship, and emotional support beside a fire, with one placing an arm around another amid austere tented surroundings. Loyalty is also plausible because of their solidarity, but the scene more strongly emphasizes mutual well-being and comfort.""}"
36-3,36-3.jpg,images/36-3.jpg,gpt-5.6,v2,Care,68,"Children are visibly playing in a damaged, debris-strewn urban setting with armored-looking vehicles in the background, making their welfare and vulnerability the strongest moral concern. The children appear joyful and are not visibly injured, so the scene could also be read as non-moral everyday resilience; Harm was not selected because no active violence or suffering is shown.",success,,2218,181,2399,24.693,2026-08-18T13:57:45.082351+00:00,"{""label"":""Care"",""confidence"":68,""brief_reason"":""Children are visibly playing in a damaged, debris-strewn urban setting with armored-looking vehicles in the background, making their welfare and vulnerability the strongest moral concern. The children appear joyful and are not visibly injured, so the scene could also be read as non-moral everyday resilience; Harm was not selected because no active violence or suffering is shown.""}"
37-1,37-1.jpg,images/37-1.jpg,gpt-5.6,v2,Care,84,"A well-dressed man is visibly offering money to a seated, apparently vulnerable man holding a cup, conveying aid and concern for his welfare. The surrounding cameras make the interaction potentially performative, but exploitation or humiliation is not clearly established from the image alone.",success,,2218,142,2360,6.624,2026-08-18T13:57:52.212666+00:00,"{""label"":""Care"",""confidence"":84,""brief_reason"":""A well-dressed man is visibly offering money to a seated, apparently vulnerable man holding a cup, conveying aid and concern for his welfare. The surrounding cameras make the interaction potentially performative, but exploitation or humiliation is not clearly established from the image alone.""}"
37-2,37-2.jpg,images/37-2.jpg,gpt-5.6,v2,None of these / Not clearly moral in nature,96,"The image shows a cheerful woman filming a staged food/lifestyle video with studio lighting and crew. Although the room and table are cluttered, there is no clear visible harm, unfairness, deception, dignity violation, or other primary moral concern.",success,,2218,124,2342,5.677,2026-08-18T13:57:58.398459+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":96,""brief_reason"":""The image shows a cheerful woman filming a staged food/lifestyle video with studio lighting and crew. Although the room and table are cluttered, there is no clear visible harm, unfairness, deception, dignity violation, or other primary moral concern.""}"
37-3,37-3.jpg,images/37-3.jpg,gpt-5.6,v2,Harm,86,"The woman appears visibly distressed and tearful while staring at social media, with crumpled tissues and a disordered setting reinforcing emotional suffering. Care is also plausible because she appears vulnerable and in need of support, but no helping action is shown, so the visible distress makes Harm primary.",success,,2218,146,2364,8.18,2026-08-18T13:58:07.084436+00:00,"{""label"":""Harm"",""confidence"":86,""brief_reason"":""The woman appears visibly distressed and tearful while staring at social media, with crumpled tissues and a disordered setting reinforcing emotional suffering. Care is also plausible because she appears vulnerable and in need of support, but no helping action is shown, so the visible distress makes Harm primary.""}"
37-4,37-4.jpg,images/37-4.jpg,gpt-5.6,v2,None of these / Not clearly moral in nature,97,"The image shows a smiling woman taking a selfie while having brunch, accompanied by upbeat lifestyle slogans. No visible action or condition clearly conveys a moral concern such as care, harm, fairness, loyalty, authority, or dignity.",success,,2218,116,2334,13.618,2026-08-18T13:58:21.204980+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":97,""brief_reason"":""The image shows a smiling woman taking a selfie while having brunch, accompanied by upbeat lifestyle slogans. No visible action or condition clearly conveys a moral concern such as care, harm, fairness, loyalty, authority, or dignity.""}"
38-1,38-1.jpg,images/38-1.jpg,gpt-5.6,v2,None of these / Not clearly moral in nature,98,"The image shows a potted succulent on a wooden stump amid ferns and other vegetation. No visible action, suffering, vulnerability, injustice, rule violation, or other clear moral concern is conveyed.",success,,2206,71,2277,15.464,2026-08-18T13:58:37.177433+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":98,""brief_reason"":""The image shows a potted succulent on a wooden stump amid ferns and other vegetation. No visible action, suffering, vulnerability, injustice, rule violation, or other clear moral concern is conveyed.""}"
38-2,38-2.jpg,images/38-2.jpg,gpt-5.6,v2,Harm,77,"The scorched ground, charred vegetation, and smoke-filled forest visibly convey severe environmental damage and destruction. It is uncertain whether the fire was human-caused or natural, so no harmful intent can be inferred, but the damaged condition itself makes Harm the strongest category.",success,,2218,148,2366,6.322,2026-08-18T13:58:44.004050+00:00,"{""label"":""Harm"",""confidence"":77,""brief_reason"":""The scorched ground, charred vegetation, and smoke-filled forest visibly convey severe environmental damage and destruction. It is uncertain whether the fire was human-caused or natural, so no harmful intent can be inferred, but the damaged condition itself makes Harm the strongest category.""}"
38-3,38-3.jpg,images/38-3.jpg,gpt-5.6,v2,Harm,80,"The charred trees, scorched ground, and smoke-filled forest visibly convey severe environmental damage, despite emerging green regrowth. The cause and any direct human or animal suffering are not visible, creating some uncertainty; however, Harm is more immediate than Care or Sanctity.",success,,2206,196,2402,7.24,2026-08-18T13:58:51.750791+00:00,"{""label"":""Harm"",""confidence"":80,""brief_reason"":""The charred trees, scorched ground, and smoke-filled forest visibly convey severe environmental damage, despite emerging green regrowth. The cause and any direct human or animal suffering are not visible, creating some uncertainty; however, Harm is more immediate than Care or Sanctity.""}"
38-4,38-4.jpg,images/38-4.jpg,gpt-5.6,v2,None of these / Not clearly moral in nature,94,"The image shows healthy houseplants, a watering can, and mist near a window. These suggest routine plant care, but the scene is primarily decorative and does not clearly convey a moral concern; Care is weakly plausible but not morally salient.",success,,2218,202,2420,43.14,2026-08-18T13:59:35.398818+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":94,""brief_reason"":""The image shows healthy houseplants, a watering can, and mist near a window. These suggest routine plant care, but the scene is primarily decorative and does not clearly convey a moral concern; Care is weakly plausible but not morally salient.""}"
39-1,39-1.jpg,images/39-1.jpg,gpt-5.6,v2,None of these / Not clearly moral in nature,97,"The image shows an unmade bed and scattered personal items in a bedroom, with no visible person, suffering, conflict, or morally significant action. The disorder alone does not clearly indicate degradation or another moral concern.",success,,2218,115,2333,14.142,2026-08-18T13:59:50.046466+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":97,""brief_reason"":""The image shows an unmade bed and scattered personal items in a bedroom, with no visible person, suffering, conflict, or morally significant action. The disorder alone does not clearly indicate degradation or another moral concern.""}"
39-2,39-2.jpg,images/39-2.jpg,gpt-5.6,v2,None of these / Not clearly moral in nature,97,"The image shows an ordinary unattended laundromat with washing machines, clothing, a laundry basket, and a chair. No visible suffering, wrongdoing, unfair treatment, assistance, or other clear moral concern is depicted.",success,,2218,120,2338,9.032,2026-08-18T13:59:59.585513+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":97,""brief_reason"":""The image shows an ordinary unattended laundromat with washing machines, clothing, a laundry basket, and a chair. No visible suffering, wrongdoing, unfair treatment, assistance, or other clear moral concern is depicted.""}"
39-3,39-3.jpg,images/39-3.jpg,gpt-5.6,v2,None of these / Not clearly moral in nature,98,"The image shows an ordinary domestic scene with a meal, drink, book, and phone on a table. No visible action or condition clearly conveys harm, care, unfairness, disloyalty, authority, or another moral concern.",success,,2218,109,2327,4.923,2026-08-18T14:00:05.016801+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":98,""brief_reason"":""The image shows an ordinary domestic scene with a meal, drink, book, and phone on a table. No visible action or condition clearly conveys harm, care, unfairness, disloyalty, authority, or another moral concern.""}"
39-4,39-4.jpg,images/39-4.jpg,gpt-5.6,v2,None of these / Not clearly moral in nature,96,"The image shows a quiet attic containing stored antiques, a rocking horse, papers, and a chessboard, with no visible person, suffering, conflict, aid, injustice, or violation. The nostalgic atmosphere could suggest personal or cultural value, but it does not clearly convey a moral concern such as sanctity.",success,,2218,139,2357,16.385,2026-08-18T14:00:21.900428+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":96,""brief_reason"":""The image shows a quiet attic containing stored antiques, a rocking horse, papers, and a chessboard, with no visible person, suffering, conflict, aid, injustice, or violation. The nostalgic atmosphere could suggest personal or cultural value, but it does not clearly convey a moral concern such as sanctity.""}"
39-5,39-5.jpg,images/39-5.jpg,gpt-5.6,v2,None of these / Not clearly moral in nature,99,"The image shows an orderly home entryway with a closed door, shoes, keys, wallet, and backpack. No visible action, suffering, unfairness, authority conflict, or other clear moral concern is conveyed.",success,,2218,74,2292,8.585,2026-08-18T14:00:30.993684+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":99,""brief_reason"":""The image shows an orderly home entryway with a closed door, shoes, keys, wallet, and backpack. No visible action, suffering, unfairness, authority conflict, or other clear moral concern is conveyed.""}"
39-6,39-6.jpg,images/39-6.jpg,gpt-5.6,v2,None of these / Not clearly moral in nature,98,"The image shows a closed door, two pairs of shoes, a backpack, and a small pouch arranged in an entryway. No visible person, action, suffering, conflict, unfairness, or other clear moral concern is depicted.",success,,2218,108,2326,8.256,2026-08-18T14:00:39.755601+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":98,""brief_reason"":""The image shows a closed door, two pairs of shoes, a backpack, and a small pouch arranged in an entryway. No visible person, action, suffering, conflict, unfairness, or other clear moral concern is depicted.""}"
40-1,40-1.jpg,images/40-1.jpg,gpt-5.6,v2,Degradation,62,"The visibly damaged piano, scattered sheet music, debris, and decaying ornate theater convey the deterioration of objects and a cultural space that might be regarded as worthy of preservation. The moral meaning is somewhat ambiguous because no person or active act of desecration is shown, so the scene could also be interpreted as non-moral abandonment or decay.",success,,2218,209,2427,7.635,2026-08-18T14:00:47.895666+00:00,"{""label"":""Degradation"",""confidence"":62,""brief_reason"":""The visibly damaged piano, scattered sheet music, debris, and decaying ornate theater convey the deterioration of objects and a cultural space that might be regarded as worthy of preservation. The moral meaning is somewhat ambiguous because no person or active act of desecration is shown, so the scene could also be interpreted as non-moral abandonment or decay.""}"
40-2,40-2.jpg,images/40-2.jpg,gpt-5.6,v2,None of these / Not clearly moral in nature,97,"The image is a decorative indoor still life featuring plants, a bicycle, a clock, gears, furniture, and boots. Although some objects appear weathered or broken, there is no visible person, suffering, conflict, unfairness, or other clear moral action or condition.",success,,2218,119,2337,57.798,2026-08-18T14:01:46.198498+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":97,""brief_reason"":""The image is a decorative indoor still life featuring plants, a bicycle, a clock, gears, furniture, and boots. Although some objects appear weathered or broken, there is no visible person, suffering, conflict, unfairness, or other clear moral action or condition.""}"
40-3,40-3.jpg,images/40-3.jpg,gpt-5.6,v2,None of these / Not clearly moral in nature,92,"The image shows old personal objects, books, a bicycle wheel, cracked pottery, and a cracked mirror in a worn interior. Although the scene suggests neglect or decay, no person is visibly suffering and no morally relevant action or violation is clearly depicted; choosing Degradation would require treating ordinary physical deterioration as a dignity or sanctity violation.",success,,2218,148,2366,14.945,2026-08-18T14:02:01.653159+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":92,""brief_reason"":""The image shows old personal objects, books, a bicycle wheel, cracked pottery, and a cracked mirror in a worn interior. Although the scene suggests neglect or decay, no person is visibly suffering and no morally relevant action or violation is clearly depicted; choosing Degradation would require treating ordinary physical deterioration as a dignity or sanctity violation.""}"
40-4,40-4.jpg,images/40-4.jpg,gpt-5.6,v2,None of these / Not clearly moral in nature,92,"The image is a stylized still life of a rusted bicycle, broken clock, dried plants, scattered debris, and weathered furnishings. It conveys decay or abandonment aesthetically, but no clear moral action, suffering, unfairness, or violation of dignity is visibly established; choosing Degradation would require treating ordinary physical deterioration as a moral violation.",success,,2218,172,2390,7.233,2026-08-18T14:02:09.399240+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":92,""brief_reason"":""The image is a stylized still life of a rusted bicycle, broken clock, dried plants, scattered debris, and weathered furnishings. It conveys decay or abandonment aesthetically, but no clear moral action, suffering, unfairness, or violation of dignity is visibly established; choosing Degradation would require treating ordinary physical deterioration as a moral violation.""}"
g-1,g-1.png,images/g-1.png,gpt-5.6,v2,Fairness,92,"A wheelchair user is visibly confronted by a long staircase at the building entrance, with no accessible ramp or lift apparent. This strongly conveys unequal access and accommodation. Care is also plausible because the person appears in need of support, but the scene primarily emphasizes an accessibility barrier; uncertainty remains because another accessible entrance could exist outside the frame.",success,,2257,144,2401,11.645,2026-08-18T14:02:21.551429+00:00,"{""label"":""Fairness"",""confidence"":92,""brief_reason"":""A wheelchair user is visibly confronted by a long staircase at the building entrance, with no accessible ramp or lift apparent. This strongly conveys unequal access and accommodation. Care is also plausible because the person appears in need of support, but the scene primarily emphasizes an accessibility barrier; uncertainty remains because another accessible entrance could exist outside the frame.""}"
g-2,g-2.png,images/g-2.png,gpt-5.6,v2,Fairness,99,"The visible whiteboard explicitly says “AI Fairness Initiative: Gender Parity Testing Framework,” while the team reviews gender-parity test results and bias-related datasets. This directly conveys concern for equitable treatment; no meaningful competing moral category is evident.",success,,2257,73,2330,5.924,2026-08-18T14:02:27.985805+00:00,"{""label"":""Fairness"",""confidence"":99,""brief_reason"":""The visible whiteboard explicitly says “AI Fairness Initiative: Gender Parity Testing Framework,” while the team reviews gender-parity test results and bias-related datasets. This directly conveys concern for equitable treatment; no meaningful competing moral category is evident.""}"
g-3,g-3.png,images/g-3.png,gpt-5.6,v2,Fairness,62,"A cashier stands with arms crossed while a customer appears to question or contest the halted transaction, and several bystanders look concerned, conveying a possible issue of fair treatment or access to service. However, the visible “Closed” sign provides a potentially neutral explanation, and the image alone does not establish discrimination or misconduct; Respect / Authority is also plausible as enforcement of a closure rule, but the confrontation makes fairness the stronger theme.",success,,2257,301,2558,43.712,2026-08-18T14:03:12.206108+00:00,"{""label"":""Fairness"",""confidence"":62,""brief_reason"":""A cashier stands with arms crossed while a customer appears to question or contest the halted transaction, and several bystanders look concerned, conveying a possible issue of fair treatment or access to service. However, the visible “Closed” sign provides a potentially neutral explanation, and the image alone does not establish discrimination or misconduct; Respect / Authority is also plausible as enforcement of a closure rule, but the confrontation makes fairness the stronger theme.""}"
g-4,g-4.png,images/g-4.png,gpt-5.6,v2,Harm,86,"A man is leaning toward and angrily pointing at a woman in a wheelchair, who appears distressed and apprehensive. The scene strongly suggests intimidation or emotional aggression. Fairness could be plausible given her visible vulnerability, but unequal or discriminatory treatment cannot be established from the image alone.",success,,2257,124,2381,14.461,2026-08-18T14:03:27.176850+00:00,"{""label"":""Harm"",""confidence"":86,""brief_reason"":""A man is leaning toward and angrily pointing at a woman in a wheelchair, who appears distressed and apprehensive. The scene strongly suggests intimidation or emotional aggression. Fairness could be plausible given her visible vulnerability, but unequal or discriminatory treatment cannot be established from the image alone.""}"
g-5,g-5.png,images/g-5.png,gpt-5.6,v2,Harm,84,"A standing man points confrontationally at a seated colleague, whose raised hands suggest distress or defensiveness, while others whisper nearby. This visibly conveys emotional aggression or intimidation. The precise context is unknown and no physical injury is shown, so Subversion or an ordinary workplace dispute is possible, but Harm is the clearest primary concern.",success,,2930,159,3089,6.751,2026-08-18T14:03:34.435977+00:00,"{""label"":""Harm"",""confidence"":84,""brief_reason"":""A standing man points confrontationally at a seated colleague, whose raised hands suggest distress or defensiveness, while others whisper nearby. This visibly conveys emotional aggression or intimidation. The precise context is unknown and no physical injury is shown, so Subversion or an ordinary workplace dispute is possible, but Harm is the clearest primary concern.""}"
g-6,g-6.png,images/g-6.png,gpt-5.6,v2,Harm,82,"One man is visibly gripping another man's coat with both hands while they stare tensely at close range, conveying physical intimidation and a potentially violent confrontation. No injury or actual strike is visible, so the degree of harm remains somewhat uncertain.",success,,2257,111,2368,7.251,2026-08-18T14:03:42.192397+00:00,"{""label"":""Harm"",""confidence"":82,""brief_reason"":""One man is visibly gripping another man's coat with both hands while they stare tensely at close range, conveying physical intimidation and a potentially violent confrontation. No injury or actual strike is visible, so the degree of harm remains somewhat uncertain.""}"
g-7,g-7.png,images/g-7.png,gpt-5.6,v2,Loyalty,78,"A diverse group is visibly gathered in a friendly, cohesive setting, with signs reading “Community Gathering” and “Unity & Dialogue,” conveying community solidarity and mutual affiliation. The scene could also be non-moral social interaction, but the explicit emphasis on community and unity makes Loyalty the strongest fit.",success,,2257,183,2440,15.616,2026-08-18T14:03:58.314147+00:00,"{""label"":""Loyalty"",""confidence"":78,""brief_reason"":""A diverse group is visibly gathered in a friendly, cohesive setting, with signs reading “Community Gathering” and “Unity & Dialogue,” conveying community solidarity and mutual affiliation. The scene could also be non-moral social interaction, but the explicit emphasis on community and unity makes Loyalty the strongest fit.""}"
g-8,g-8.png,images/g-8.png,gpt-5.6,v2,Fairness,99,"Signs explicitly designate separate school entrances for “white students only” and “Negro students only,” visibly conveying unequal treatment based on race. The scene strongly centers segregation and equal access rather than a separate act of violence or deception.",success,,2257,133,2390,6.963,2026-08-18T14:04:05.784254+00:00,"{""label"":""Fairness"",""confidence"":99,""brief_reason"":""Signs explicitly designate separate school entrances for “white students only” and “Negro students only,” visibly conveying unequal treatment based on race. The scene strongly centers segregation and equal access rather than a separate act of violence or deception.""}"
o-1,o-1.jpg,images/o-1.jpg,gpt-5.6,v2,Cheating,84,"The young man is visibly looking toward the young woman's paper while both are writing, suggesting he may be copying her work for an unfair advantage. The intent is not fully certain because a glance alone does not prove cheating, but this is the strongest moral implication of the scene.",success,,1651,125,1776,4.617,2026-08-18T14:04:10.906867+00:00,"{""label"":""Cheating"",""confidence"":84,""brief_reason"":""The young man is visibly looking toward the young woman's paper while both are writing, suggesting he may be copying her work for an unfair advantage. The intent is not fully certain because a glance alone does not prove cheating, but this is the strongest moral implication of the scene.""}"
o-2,o-2.jpg,images/o-2.jpg,gpt-5.6,v2,None of these / Not clearly moral in nature,96,"The image shows athletes beginning a track race from marked lanes and starting blocks. No visible harm, misconduct, unfair treatment, or other clear moral issue is depicted; although organized competition can involve fairness and rules, those themes are not the scene’s primary visible concern.",success,,1796,123,1919,4.766,2026-08-18T14:04:16.178781+00:00,"{""label"":""None of these / Not clearly moral in nature"",""confidence"":96,""brief_reason"":""The image shows athletes beginning a track race from marked lanes and starting blocks. No visible harm, misconduct, unfair treatment, or other clear moral issue is depicted; although organized competition can involve fairness and rules, those themes are not the scene’s primary visible concern.""}"
o-3,o-3.png,images/o-3.png,gpt-5.6,v2,Harm,82,"The foreground woman appears distressed and isolated, while people behind her seem to be pointing, whispering, or mocking her, conveying emotional harm or social harassment. Fairness is also plausible if unequal treatment is implied, but the image does not visibly establish discrimination or a specific injustice.",success,,3174,144,3318,59.34,2026-08-18T14:05:16.025059+00:00,"{""label"":""Harm"",""confidence"":82,""brief_reason"":""The foreground woman appears distressed and isolated, while people behind her seem to be pointing, whispering, or mocking her, conveying emotional harm or social harassment. Fairness is also plausible if unequal treatment is implied, but the image does not visibly establish discrimination or a specific injustice.""}"
o-4,o-4.jpg,images/o-4.jpg,gpt-5.6,v2,Harm,68,"The foreground student appears downcast and socially isolated while several peers watch her from behind, conveying possible emotional distress or exclusion. The cause is not visibly established, so Fairness or Care could also be plausible, but no clear discriminatory act or helping behavior is shown.",success,,1201,215,1416,5.666,2026-08-18T14:05:22.198099+00:00,"{""label"":""Harm"",""confidence"":68,""brief_reason"":""The foreground student appears downcast and socially isolated while several peers watch her from behind, conveying possible emotional distress or exclusion. The cause is not visibly established, so Fairness or Care could also be plausible, but no clear discriminatory act or helping behavior is shown.""}"
